objava,datum,mjesec,godina,jezik,tema,tip,svidanja,komentari,sentiment_score,sentiment_label,pozitivnih_rijeci,negativnih_rijeci,duljina_znakova,duljina_rijeci,duljina_recenica,ttr_objava,tekst,tekst_en
152,2025-12-08,2025-12-01,2025,hr,posao,ponuda_oglas,2,0,13,pozitivan,13,0,1568,275,13,0.5826086956521739,"Djetailer na puno radno vrijeme / djelatnik za poliranje i pripremu - Zeland Stalni posao, dobra plata, službeni auto i važnost slobode. RenB åd.dk ubrzano raste i traži jednog kvalificiranog i predanog zaposlenika kao odlaznog servisera diljem Zelanda. Ako imate iskustva u njezi brodica, njezi automobila ili sličnim obrtama - i možete se uvjeriti u profesionalnu i kvalitetno orijentiranu tvrtku - onda ste vi taj kojeg tražimo. O poslu Kao naš novi zaposlenik, imat ćete odgovornost osigurati da svi zadaci budu obavljeni po najvišem standardu i sa punim zadovoljstvom kupaca. Uz to, bit će i uobičajeni neriješeni zadaci vezani za pripremu brodova. Proći ćete temeljitu obuku i očekujemo da se pojavite s pozitivnim stavom, možete pametno isplanirati svoje vrijeme i ostvariti rezultat na koji možete biti ponosni. Radovi se izvode prvenstveno kod kupca, u luci ili na našoj lokaciji, ali se mogu dogoditi i u drugim područjima Danske ovisno o zadatku. Nudimo • Fiksna, dobra plaća • Vlastiti službeni automobil sa svom potrebnom opremom • Sloboda pod odgovornošću • Prilika da postanete dio snažnog i ozbiljnog tima Vaši primarni zadaci za posao • Poliranje brodica • Priprema brodova • Bund boja • Pjeskarenje Jeste li zainteresirani? Ukoliko se vidite na poziciji, onda pošaljite svoju prijavu, CV i preporuke na info@renbaad.dk ili nas kontaktirajte na 31 32 69 29. Održavamo razgovore u tijeku i želimo da se mjesto što prije popuni. Mojh Aleksandar RenBåd.dk","Full Time Retailer / Polishing and Prepping Worker - Zealand Steady work, good pay, company car and the importance of freedom. RenB åd.dk is growing rapidly and is looking for one qualified and dedicated employee as an outgoing service technician throughout Zealand. If you have experience in boat care, car care or similar trades - and you can convince yourself of a professional and quality-oriented company - then you are the one we are looking for. About the job As our new employee, you will have the responsibility to ensure that all tasks are completed to the highest standard and to the full satisfaction of customers. In addition, there will be the usual unsolved tasks related to the preparation of ships. You will receive thorough training and we expect you to show up with a positive attitude, be able to plan your time wisely and achieve a result you can be proud of. The work is carried out primarily at the customer's place, in the port or at our location, but it can also take place in other areas of Denmark depending on the task. We offer • Fixed, good salary • Own company car with all necessary equipment • Freedom under responsibility • Opportunity to become part of a strong and serious team Your primary job tasks • Boat polishing • Boat preparation • Bund paint • Sandblasting Are you interested? If you see yourself in the position, then send your application, CV and references to info@renbaad.dk or contact us at 31 32 69 29. We are holding ongoing interviews and want the position to be filled as soon as possible. Mojh Aleksandar RenBåd.dk"
153,2025-12-08,2025-12-01,2025,hr,drustvo_upoznavanje,ostalo,2,0,1,pozitivan,1,0,578,84,6,0.7384615384615385,"Pozdrav svima! U sklopu projekta WORKMOBIL (Institut društvenih znanosti Ivo Pilar, Zagreb) istražujemo razloge odlaska mladih iz Hrvatske radi zaposlenja, iskustva rada u inozemstvu i razmišljanja o mogućem povratku. Stoga, pozivamo mlade (18–35) koji su napustili Hrvatsku radi posla i trenutno rade u nekoj od zemalja EU-31 (EU + UK, Norveška, Švicarska, Island i Lihtenštajn) da ispune anonimnu online anketu i podijele svoja iskustva! Ispunjavanje traje oko 15 minuta. Link na anketu: https://forms.office.com/e/pCF1gRqt0E","Hello everyone! As part of the WORKMOBIL project (Ivo Pilar Institute of Social Sciences, Zagreb), we investigate the reasons for young people leaving Croatia for employment, experience working abroad and thinking about a possible return. Therefore, we invite young people (18–35) who left Croatia for work and are currently working in one of the EU-31 countries (EU   UK, Norway, Switzerland, Iceland and Liechtenstein) to fill out an anonymous online survey and share their experiences! Filling takes about 15 minutes. Link to the survey: https://forms.office.com/e/pCF1gRqt0E"
154,2025-12-05,2025-12-01,2025,hr,hrana_prodaja,ostalo,12,1,-1,negativan,1,2,728,119,14,0.7058823529411765,"Pozdrav Ekipa I ove godine radimo misu na Hrvatskom jeziku u Aalborgu ususret/oko Bozica. Misa ce se odrzati u Subotu 27.12.2025. u Skt. Marie Kirke (Kastetvej 1 , 9000 Aalborg ) (https://maps.app.goo.gl/jQLjfu2hbYuAyvPH9 ) Raspored je sljedeci 15.00 Mogućnost za ispovijed 15.30 Misa ‪16.30 - 18.00‬ Druženje uz kavu i kolače Vidimo se P.S. Jubilarna godina u Skt. Marie Kirke u Aalborgu (do 6. siječnja 2026.) Mogucnost POTPUNOG OPROSTA OD SVIH KAZNI Potrebno je, uz dolazak na sv. misu: ispovjediti se (moze i 1-2 tjedna prije) isti dan pricestiti se izmoliti na nakane Pape: Vjerovanje, Oce Nas i Zdravo Marijo - vise o tome u komentaru","Greetings Team This year, we are holding mass in the Croatian language in Aalborg before/around Christmas. Mass will be held on Saturday, December 27, 2025. in Skt. Marie Kirke (Kastetvej 1 , 9000 Aalborg ) (https://maps.app.goo.gl/jQLjfu2hbYuAyvPH9 ) Schedule is as follows 15.00 Possibility for confession 15.30 Mass 16.30 - 18.00 Socializing with coffee and cakes See you P.S. Jubilee year in Skt. Marie Kirke in Aalborg (until January 6, 2026) Possibility of COMPLETE FORGIVENESS FROM ALL PUNISHMENTS It is necessary, along with coming to St. mass: go to confession (maybe 1-2 weeks before) receive communion on the same day, pray for the wishes of the Pope: Creed, Our Father and Hail Mary - more about that in the comments"
155,2025-12-05,2025-12-01,2025,hr,jezik_obrazovanje,pitanje_potreba,1,2,0,neutralan,NA,NA,635,108,5,0.7171717171717171,"Pozdrav ljudi, Zanima me je li netko ovdje imao iskustva sa primanjem dagpenge (A-kasse) nakon završetka studija i mijenjanjem boravišne dozvole? Konkretno, završila sam master studije (2 godine) i trenutno sam u procesu potrage za full-time poslom. Obzirom da sam tu samo 2 godine, nemam permanent residence, i još uvijek sam na study permit-u. Interesira me da li je legalno i koliko dugo boraviti u Danskoj dok sam na A-kasse bez full-time zaposlenja? Pitam ovdje jer mi je SIRI u mail-u nakon što sam ih kontaktirala bio konktradiktoran u odnosu na ono što piše na stranici.","Hello people, I'm wondering if anyone here has had experience with receiving dagpenga (A-kasse) after completing their studies and changing their residence permit? Specifically, I finished my master's studies (2 years) and I am currently in the process of looking for a full-time job. Considering that I've only been here for 2 years, I don't have permanent residence, and I'm still on a study permit. I am interested in whether it is legal and for how long to stay in Denmark while I am on A-kasse without full-time employment? I'm asking here because SIRI in my email after I contacted them contradicted what was written on the site."
156,2025-11-30,2025-11-01,2025,hr,birokracija,ostalo,1,0,0,neutralan,NA,NA,128,25,4,1,Pozdrav imam adresu za cpr od 1.1 Lokacija Brondby Javiti se u komentar pa cu vam se javiti za vise informacija,"Hello, I have an address for the cpr of 1.1. Location Brondby. Leave a comment and I will get back to you with more information."
157,2025-11-28,2025-11-01,2025,hr,ostalo,ostalo,14,2,0,neutralan,NA,NA,129,24,2,0.9545454545454546,"Pozz ekipa Ako netko planira uskoro kuci za HR , idem autom....ne košta ništa samo pomoć u vožnji. Hvala","Pozz team If anyone is planning to go home soon for HR, I'll go by car....it doesn't cost anything just help with driving. Thanks"
158,2025-11-27,2025-11-01,2025,hr,ostalo,pitanje_potreba,0,5,0,neutralan,NA,NA,281,50,2,0.8,"Ima li netko da je upoznat s prometnom situacijom na relaciji Køge - Helsingør? Sutra (petak) popodne trebam proci tom rutom pa me zanima trebam li racunati na duzi put radi guzve, ili su guzve ipak u suprotnom smjeru (od Kopenhagena prema Køge)?","Is there anyone familiar with the traffic situation on the route Køge - Helsingør? Tomorrow (Friday) afternoon I need to take that route, so I'm wondering if I should count on a long trip because of the crowds, or are the crowds in the opposite direction (from Copenhagen to Køge)?"
159,2025-11-27,2025-11-01,2025,hr,stanovanje,ponuda_oglas,2,0,3,pozitivan,3,0,397,76,6,0.7692307692307693,"Dobar dan! Dobila sam posao u Kopenhagenu, pa bih se selila od prvog ili drugog meseca 2026. Do tada, morala bih imati neku prijavu na adresu, pošto apliciram za radnu dozvolu. Da li bi neko mogao da pomogne oko prijave, ili ukoliko izdajete sobu ili manji stan? U pitanju je ženska osoba, nepušač. Hvala unapred! Ostavite komentar ili lajkujte, pa ću vam pisati","Good afternoon! I got a job in Copenhagen, so I would be moving from the first or second month of 2026. By then, I would have to have some address registration, since I am applying for a work permit. Could someone help with registration, or if you are renting out a room or a smaller apartment? It is a female person, a non-smoker. Thanks in advance! Leave a comment or like, and I'll write to you"
160,2025-11-25,2025-11-01,2025,hr,obrtnici_usluge,ponuda_oglas,NA,NA,1,pozitivan,3,2,481,72,4,0.8085106382978723,"Brdr. Dan værksted – profesionalni autoservis na 3 lokacije: Hillerød – Vølundsvej 2 Frederikssund – korshøj 1 Hundested – Ullerupskovvej 5 Nudimo: Servis i popravke svih marki vozila Dijagnostiku kvarova Servis električnih i hibridnih vozila Kočnice, ovjes, ispušni sustav Zamjenu guma i pripremu za tehnički Brzu uslugu i poštene cijene Kvaliteta, brzina i povjerenje – sve na jednom mjestu! +4522595940 Kontaktirajte nas i rezervirajte svoj termin danas! dan@brdr-danbiler.dk","Brdr. Dan værksted – professional car service at 3 locations: Hillerød – Vølundsvej 2 Frederikssund – korshøj 1 Hundested – Ullerupskovvej 5 We offer: Service and repairs of all brands of vehicles Fault diagnosis Electric and hybrid vehicle service Brakes, suspension, exhaust system Tire replacement and preparation for technical Fast service and fair prices Quality, speed and trust – all in one place!  4522595940 Contact us and book your appointment today! dan@brdr-danbiler.dk"
161,2025-11-21,2025-11-01,2025,hr,ostalo,ostalo,3,3,2,pozitivan,2,0,141,26,2,0.7916666666666666,"Sjetite se svojih bližnjih i uveselite ih tokom ovih blagdana. Spakirajte im poklon, a mi ćemo se pobrinuti da ih Djeda Mraz posjeti.","Remember your loved ones and make them happy during these holidays. Wrap them up with a present, and we'll make sure Santa pays them a visit."
162,2025-11-16,2025-11-01,2025,hr,jezik_obrazovanje,ostalo,12,2,5,pozitivan,8,3,759,130,9,0.6923076923076923,"Dragi svi, Oprostite sto vas ometam ovim postom. Moje ime je Sinisa Lozo i kandidat sam za Aarhus Byråd za Moderaterne. Želim ukratko podijeliti za što se borim: Jaču podršku za internationals - mentorstvo, karijerne mogućnosti, učenje jezika, zajednica i naravno bolja zastupljenost internationals u byrådet. Više ekonomske slobode za općinu - manje državne kontrole, više lokalne odgovornosti. Bolju suradnju između općine i civilnog društva – nitko ne smije pasti između sustava. Besplatan školski obrok - zdravlje, jednakost i bolji početak dana. Ako živite u Aarhusu - vaš glas mi puno znači. Ali naravno, najvažnije je da svi izađemo i glasamo u utorak. Hvala!","Dear everyone, Sorry to bother you with this post. My name is Sinisa Lozo and I am a candidate for the Aarhus Byråd for the Moderates. I want to briefly share what I am fighting for: Stronger support for internationals - mentoring, career opportunities, language learning, community and of course better representation of internationals in the byrådet. More economic freedom for the municipality - less state control, more local responsibility. Better cooperation between the municipality and civil society - no one should fall between the systems. Free school meal - health, equality and a better start to the day. If you live in Aarhus - your vote means a lot to me. But of course, the most important thing is that we all go out and vote on Tuesday. Thanks!"
163,2025-11-23,2025-11-01,2025,hr,transport_putovanja,ostalo,2,0,5,pozitivan,5,0,412,73,10,1,"SVERIGE TRANSPORT IDE NA CEO BALKAN! DA! IDEMO U SVAKI GRAD! HRVATSKA – CELA! (Dalmacija uključena ) SRBIJA – CELA! BOSNA I HERCEGOVINA – CELA! CRNA GORA – CELA! PRIKUPLJAMO SVE: Pakete Nameštaj Selidbe Robu svih vrsta BRZO – SIGURNO – POVOLJNO! Vaše poverenje, naša misija! REZERVIŠI ODMAH: +46 736 951 525 SVERIGE TRANSPORT – KAD TREBA STIĆI SIGURNO! Idemo iz pravo na tvoja vrata","SVERIGE TRANSPORT GOES TO THE ENTIRE BALKANS! THAT! WE GO TO EVERY CITY! CROATIA - ALL OF IT! (Dalmatia included) SERBIA – ALL! BOSNIA AND HERZEGOVINA - THE WHOLE! MONTENEGRO – THE WHOLE! WE COLLECT EVERYTHING: Packages Furniture Moving Goods of all kinds FAST - SAFE - AFFORDABLE! Your trust, our mission! BOOK NOW:  46 736 951 525 SVERIGE TRANSPORT – WHEN YOU NEED TO ARRIVE SAFELY! We go straight to your door"
164,2025-11-21,2025-11-01,2025,hr,stanovanje,ostalo,2,1,-1,negativan,0,1,150,29,1,0.8518518518518519,Molim vas ako ima VVS majstor na ventilu curi voda u stanu kod kćerke u Tåstrup molim vas da se javim ako želi pomoći. Hvala,"Please, if there is a plumber on the valve, the water is leaking in my daughter's apartment in Tåstrup, please let me know if he wants to help. Thanks"
165,2025-11-06,2025-11-01,2025,hr,obrtnici_usluge,pitanje_potreba,2,10,-1,negativan,0,1,239,47,5,0.8205128205128205,"Ekipa bokdaj! Da li je netko probao MitID instalirat da ocita nasu osobnu? Iako je biometrijska i novi je Iphone, ne ocitava. Ni mene ni supruzi. Treba li se osobno u borgerservice ili ima neki life hack? Hvala","Goodbye team! Has anyone tried to install MitID to see our personal? Although it is biometric and it is a new iPhone, it does not read. Neither me nor my wife. Do you need to go to borgerservice in person or is there some life hack? Thanks"
166,2025-11-21,2025-11-01,2025,hr,transport_putovanja,pitanje_potreba,2,0,0,neutralan,1,1,193,36,3,0.8518518518518519,"Dobar dan! Živim u okolici Copenhagen-a i trebala bi otici po jednu sofu sutra u subotu ili u nedjelju. Jel netko ima kombi ili zna nekoga gdje ga mogu nabaviti, a da nije skupo. Hvala","Good afternoon! I live near Copenhagen and I should go and get a sofa tomorrow, Saturday or Sunday. Does anyone have a van or know someone where I can get one without it being expensive. Thanks"
167,2025-11-19,2025-11-01,2025,hr,posao,pitanje_potreba,0,0,1,pozitivan,1,0,257,48,3,0.8409090909090909,"Pozdrav, radi li netko kao dostavljac u copenhagenu za neku kurirsku sluzbu (dhl,gls i slicno)? Prijatelj iz Malmä trazi takav posap,pa ako netko zna da traze radnike ili mozda ima neki direkran kontakt, javite mi hvala.","Hello, does anyone work as a delivery person in Copenhagen for a courier service (dhl, gls, etc.)? A friend from Malmä is looking for such a job, so if anyone knows that they are looking for workers or maybe has a direct contact, please let me know, thanks."
168,2025-11-16,2025-11-01,2025,en,stanovanje,ponuda_oglas,13,1,1,pozitivan,2,1,468,83,7,0.7971014492753623,"Dear Croatians living in Denmark, please consider taking a look at this! Is your landlord being a jerk? Is your boss not paying you a proper salary? Or do you just want to know more about how the Danish system and labor market function? Reach out to us! If you are a migrant in Denmark, we offer free and anonymous counseling every Wednesday from 16:00 to 20:00 at our office in central Copenhagen. You can contact us here on Facebook or at communityhousecph@gmail.com","Dear Croatians living in Denmark, please consider taking a look at this! Is your landlord being a jerk? Is your boss not paying you a proper salary? Or do you just want to know more about how the Danish system and labor market function? Reach out to us! If you are a migrant in Denmark, we offer free and anonymous counseling every Wednesday from 16:00 to 20:00 at our office in central Copenhagen. You can contact us here on Facebook or at communityhousecph@gmail.com"
